
[2023-12-06 12:02:58.957]    21807.6250,    3785.0000,    2009.8750,    1309.3750,    8989.2500,    6658.6250,    1788.8750,    1570.6875,    2235.6875,   23334.0625,    2012.7500,    1963.7500,    1984.8750,    2218.6875,
[2023-12-06 12:03:28.763] magnitudes:    26631.3125,    4214.7500,     692.2500,     776.6250,    6715.3125,    4259.0000,    1653.9375,     729.5000,    3118.0000,   28510.8750,    2859.9375,    1785.5625,    2239.9375,    1237.8125,    5042.5000,    3526.7500,    1484.8125,    1738.1250,   22033.8750,    3709.1875,    2048.7500,    1324.1250,    9172.6250,    6732.7500,    1801.5625,    1467.4375,    2240.0625,   23447.6250,    2019.5625,    1963.7500,    1984.2500,    2208.1875,
[2023-12-06 12:03:30.060] magnitudes:    26631.3125,    4214.7500,     689.9375,     776.6250,    6670.6875,    4244.0625,    1648.3750,     719.8750,    3098.4375,   28413.8750,    2798.5000,    1775.1875,    2264.0000,    1160.8125,    4983.9375,    3398.0625,    1546.5625,    1831.5000,   21651.1875,    3773.2500,    2009.8750,    1309.3125,    8986.8750,    6779.3750,    1776.2500,    1566.5000,    2225.8750,   23487.9375,    2012.7500,    1957.3125,    1979.0000,    2208.5625,
[2023-12-06 12:03:31.373] magnitudes:    26631.3125,    4214.7500,     692.6250,     776.6250,    6693.0000,    4230.3750,    1648.3750,     729.5000,    2969.6875,   28234.2500,    2789.5000,    1769.5000,    2257.3750,    1157.9375,    4937.4375,    3398.0625,    1542.0625,    1827.0000,   21778.0000,    3760.6875,    2009.8750,    1309.3125,    9026.6250,    6751.5000,    1782.6875,    1570.6875,    2230.2500,   23487.9375,    2005.3125,    1957.3125,    1979.0000,    2204.9375,
[2023-12-06 12:03:32.669] magnitudes:    26472.3750,    4199.3125,     689.9375,     776.6250,    6715.3125,    4245.1875,    1642.3750,     729.5000,    3091.4375,   28329.3750,    2789.5000,    1769.5000,    2250.0000,    1157.9375,    4952.5625,    3479.9375,    1546.5625,    1831.5000,   21678.8125,    3760.6875,    2009.8750,    1311.1875,    8986.8750,    6894.0000,    1776.2500,    1566.5000,    2225.8750,   23581.6250,    2005.3125,    1956.8750,    1973.2500,    2204.9375,
[2023-12-06 12:03:33.984] magnitudes:    26560.6250,    4230.1250,     689.9375,     776.6250,    6693.0000,    4230.3750,    1642.8750,     729.5000,    3098.4375,   28329.3750,    2789.5000,    1769.5000,    2250.0000,    1157.9375,    4937.4375,    3398.0625,    1542.0625,    1827.0000,   21778.0000,    3760.6875,    2009.8750,    1309.3125,    8962.2500,    6869.8750,    1782.6875,    1566.5000,    2230.2500,   23487.9375,    2005.3125,    1957.3125,    1979.0000,    2208.1875,
[2023-12-06 12:03:35.281] magnitudes:    26472.3750,    4199.3125,     689.9375,     776.6250,    6693.0000,    4245.1875,    1648.3750,     729.5000,    3098.4375,   28425.5625,    2789.5000,    1779.7500,    2250.0000,    1157.9375,    4952.5625,    3479.9375,    1546.5625,    1827.0000,   21778.0000,    3760.6875,    2009.8750,    1311.1875,    8986.8750,    6655.2500,    1776.2500,    1566.5000,    2225.8750,   23447.6250,    2005.3125,    1950.5625,    1979.0000,    2204.9375,
[2023-12-06 12:03:36.591] magnitudes:    26560.6250,    4214.7500,     689.9375,     779.2500,    6693.0000,    4398.6875,    1648.3750,     730.5000,    3098.4375,   28329.3750,    2789.5000,    1769.5000,    2257.3750,    1157.9375,    4952.5625,    3468.1250,    1541.5000,    1827.0000,   21747.5625,    3785.0000,    2009.8750,    1309.3125,    8962.2500,    6658.6250,    1788.8750,    1579.6875,    2235.6875,   23354.5000,    2005.3125,    1970.6875,    1990.1250,    2218.6875,
[2023-12-06 12:03:37.889] magnitudes:    26560.6250,    4199.3125,     844.9375,     779.6875,    6693.0000,    4369.1250,    1648.3750,     719.8750,    3091.4375,   28413.8750,    2798.5000,    1769.5000,    2250.0000,    1157.9375,    4952.5625,    3479.9375,    1546.5625,    1831.5000,   21711.0000,    3785.0000,    2022.6875,    1312.9375,    9038.8125,    6655.2500,    1788.8750,    1575.5000,    2245.5625,   23334.0625,    2012.1250,    1957.3125,    1990.1250,    2225.6250,
[2023-12-06 12:03:39.186] magnitudes:    26631.3125,    4214.7500,     851.1875,     857.0625,    6715.3125,    4288.0625,    1665.6875,     722.5625,    3098.4375,   28499.1875,    2807.9375,    1775.1875,    2271.5000,    1176.8125,    4936.5000,    3398.0625,    1546.5625,    1832.6875,   21807.6250,    3773.2500,    2009.8750,    1309.3125,    8986.8750,    6830.6875,    1782.6875,    1570.6875,    2230.2500,   23354.5000,    2005.3125,    1963.7500,    1984.8750,    2211.8125,
[2023-12-06 12:03:40.499] magnitudes:    26631.3125,    4214.7500,     689.9375,     776.6250,    6693.0000,    4259.0000,    1648.3750,     729.5000,    3098.4375,   28329.3750,    2789.5000,    1769.5000,    2250.0000,    1157.9375,    4937.4375,    3409.6250,    1546.5625,    1831.5000,   21582.7500,    3760.6875,    2009.8750,    1309.3125,    9014.0625,    6897.5000,    1782.3125,    1570.6875,    2231.2500,   23487.9375,    2012.7500,    1957.3125,    1984.2500,    2204.9375,
